year|quarter|TerminDate|submitURL|orgName|clientName|clientGovtEntity|senateID|houseID|contactIntlPhone|name|address|city|state|zip|country|prinCity|prinState|prinZip|prinZipExt|prinCountry|SelfSelect|SignedName|SignedDate|noLobbying|income|expenses|expensesMethod|area_code|issues|agencies|lobbyists|foreignEntIssues|updatedClientAddr|updatedClientCity|updatedClientState|updatedClientZip|updatedClientZipExt|updatedClientCountry|updatedPrinClientCity|updatedPrinClientState|updatedPrinClientZip|updatedPrinClientZipExt|updatedPrinClientCountry|foreignEntities|inactive_lobbyists|affiliatedOrgs|affiliatedOrgUrl|inactive_ali_codes
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |FIN|"ISSUE: Support S. 114  Support H.R. 532  Make specific proposals for maximizing the impact of the Independent Foreclossre REview (IFR) to the Office of the Comptroller of the Currency (OCC) and the Federal Reserve.  Encourage regulators (including the Federal Reserve, the CFPB, the FDIC and the OCC) nto stop federally chartered banks from using their federal charters from circumventing state and local anti-predatory lending laws surrounding short term or ""payday"" loans.  Support the CFPB fully counting creditor payments to brokers in the determination of points and fees.  Support Rich Cordray as Director of CFPB.    Support HR 1330  Support S. 673  Oppose H. R. 1077 / S. 949  Urge the CFPB to take specific steps to ensure that student loan modifications are combined with other policies to provide relief to borrowers and prevent defaults in the future.    Request a meeting between the NAACP and the US Deparrrtment of Treasury and various industries who serve primarily racial and ethnic minority, and African American, neighborhoods.  Support the Medical Debt Responsibility Act of 2013, S. 160 / H.R. 1767.  Oppose H.R. 1566.  Support the FDIC and OCC proposed guidance on bank Deposit Advance Products, particularly the underwriting requirements and limits on repeat loans.  Support requiring that private education lenders obtain school certification prior to disbursing private education loans.    Oppose S. 1217.  Support the recent activities of the CFPB aimed at ending discriminatory lending practices in the auto finance market that harm minority car buyers.    Support Mel Watt's nomination as Director of the Federal Housing Finance Agency (FHFA).    Support H.R. 1330.  Support S. 1238.  Oppose H.R. 1911.  Oppose S. 1003.  Support S. 953 "|U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Justice - Dept of  (DOJ), Treasury - Dept of, Federal Reserve System, Federal Deposit Insurance Commission (FDIC)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |FIR|"ISSUE: Oppose ""Stand your ground"" laws.  Support the nomination of Mr. B. Todd Jones to lead the Bureau of Alcohol, Tobacco, Firearms, & Explosives  "|U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Justice - Dept of  (DOJ), Education - Dept of, White House Office|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |FOR|ISSUE: Support the U.N. Global Arms Trade Treaty.  Oppose the Inhofe amendment to S Con Res 8 Support basing policies on the impact the would have on climaate change.   Support HR 214. Support efforts to curb human trafficking, especially from Haiti. |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, State - Dept of (DOS), White House Office, Justice - Dept of  (DOJ)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |GOV|ISSUE: Support full funding for the Census Bureau (at the Presidents' request of $985.2 million) and for the American Community Survey and for preparations for the 2020 Census.  Encourage the President to nominate a Director of the Census without delay.  Oppose Vitter amendment to S Con Res 8 regarding photo identification requirements for voters.  Support HR 12, Support S. 123  Support HR 281  Oppose HR 140  Support HR 280  Support re-enfranchiement of ex-felony offenders  Support John Thompson to be Director of the US Census Bureau.  Support H.R. 360 / S. 186.  Regarding proposed changes to the Combined Federal Campaign (CFC):  Support the proposed change in the dates of the campaign solicitation period; the better use of technology, as long as that technology not a replacement for the basic fundamentals of employee engagement and fundraising; streamlining the application process to reduce the burden on charities; and implementing Universal Giving, whereby any donor can give to any charity no matter where the donor is based.  Oppose:  eliminating paper pledges in favor of online and electronic giving; a wholesale reorganization without concern for engagement at the local market level; and the proposal to require charities to pay a non-refundable up-front fee of an unknown amount that could change annually, as opposed to the current system which deducts the cost of managing the campaign from the dollars raised before those dollars are distributed.      |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Commerce - Dept of  (DOC), White House Office, Office of Personnel Management (OPM)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |HCR|ISSUE: Support $600 million from oil and gas revenues be invested in the Land and Water Conservation Fund and that the program be fully funded by 2015.  Support continued funding for federal programs that are aimed at addressing racial and ethnic health disparities, including the Racial and Ethnic Approaches to Community Health (REACH) Program ($8.59 million increase of $63.49 million for the REACH program); the Office of Minority Health (OMH) at the U.S. Department of Health and Human Services ($55.8 million in FY 2014); the Area Health Education Centers (AHEC) program ($42.5 million in FY 2014); and the Health Careers Opportunity Program (HCOP).  Also support $42.5 million for the HSS Office of Civil Rights in FY 2014; $283.3 million for the National Institute on Minority Health and Health Disparities in FY 2014; $520 million for Title VII and Title VIII of the Public Health Service Act n FY 2014; $327 million for Title X of the Public Health Service Act in FY 2014; $1.58 billion level discretionary funding in addition to maintaining all funds available through the mandatory Health Center Fund for Community Health Centers in FY 2014; $2.668 billion for the Ryan White Program in FY 2014; and a sufficient in amount to meet data collection objectives across HHS agencies, divisions, and programs in FY 2014.  Support $7.9 billion in FY 2014 from the Department of Health and Human Services for Head Start activities.    Oppose H.R. 2667.  Oppose H.R. 2668.  Support full implememntation of the 2010 Affordable Care Act.  Oppose H.R. 45.  Oppose Schweikert amendment to H.R. 1947 striking funds for the Healthy Food Financing Inititative.  Ensure the full implememtation of the Affordable Care Act in Mississippi. |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, White House Office, Health & Human Services - Dept of  (HHS), |Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |HOM|ISSUE: Support the selection of a Director of the United States Secret Service (USSS) who is qualified to not only ensure the continued performance of the USSS, but can also meet the internal challenges currently facing the USSS.    Support Moore amendment to HR 2217, increasing the amount provided to the Office of the Secretary of DHS by $3.3 million in FY 2014, with the intention of restoring the Office of Civil Rights and Liberties to Fiscal year 2013 levels.    Work with the Transportation Security Agency to ensure that its rules and regulations regarding criminal background checks were not shutting people put of the potential job market (with package carriers, etc.). |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Homeland Security - Dept of  (DHS), White House Office, Transportation Security Administration (TSA)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |HOU|"ISSUE: Support HUD issuing a robust Affirmatively Furthering Fair Housing regulation.  Support increasing the 302(b) allocation to the Subcommittee on Transportation, Housing and Urban Development, and Related Agencies (THUD) to the highest possible level in fiscal year (FY) 2014.  Support the continuation and expansion of the Low Income Housing Tax Credit (LIHTC).  Support $75 million in appropriations for FY 2014 for the Integrated Planning and Investment Grants Program within the Department of Housing and Urban Development (HUD).    Support H.R. 2654 / S 1281.  Support Mel Watt's nomination as Director of the Federal Housing Finance Agency (FHFA).  Support HUD's proposed regulation entitled, ""Affirmatively Furthering Fair Housing..""  Support H.R. 384.  Ensure that all voices and the concerns of all communities within New Jersey are heard by HUD in the Hurricane Sandy relief efforts. "|U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, White House Office, Housing & Urban Development - Dept of (HUD)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |IMM|ISSUE: Oppose Inhofe amendment #1203 to S. 744 during consideration by the full U.S. Senate.  Support Cardin amendment #1264 to S. 744 during consideration by the full U.S. Senate.  Support Cardin amendments #1266 and #1267 to S. 744 during consideration by the full U.S. Senate.  Support Cardin amendment #1265 to S. 744 during consideration by the full U.S. Senate.  Oppose Grassley amendment #49 to H.R. 744 in Committee mark-up.  Oppose Sessions amendment #39 to H.R. 744 in Committee mark-up.  Support S. 744.     |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Homeland Security - Dept of  (DHS), Justice - Dept of  (DOJ), White House Office|Lobbyist name: Hilaary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |LAW|"ISSUE: Oppose ""Stand your ground"" laws.  Support H.R. 360 / S. 186.  Support the nomination of Mr. B. Todd Jones to lead the Bureau of Alcohol, Tobacco, Firearms, & Explosives.  Support the House Judiciary's bipartisan task force aimed at reducing the federal criminal code and analyzing our country's apparent addiction to and over-reliance on criminalization and incarceration.  Support for the Federal Communication Commissions proposed rule which would ensure that charges for interstate inmate calling services are fair, non-predatory, and reasonable.  Oppose amendment #131 by Congressman Austin Scott (GA) to H.R. 1947.  Support the Deartment of Justice charging George Zimmerman with federal civil rights charges in the murder of Trayvon Martin.  Support the nomination of Srikanth Srinivasan to the U.S. Court of Appeals for the DC Circuit.  Support the nomination of Patricia Millett to the U.S. Court of Appeals for the DC Circuit.  Support the nomination of Nina Pillard to the U.S. Court of Appeals for the DC Circuit.  Support the nomination of Judge Robert Wilkins to the U.S. Court of Appeals for the DC Circuit.  Work with the Transportation Security Agency to ensure that its rules and regulations regarding criminal background checks were not shutting people put of the potential job market (with package carriers, etc.). "|U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Equal Employment Opportunity Commission (EEOC), Justice - Dept of  (DOJ), U.S. Commission on Civil Rights, Commerce - Dept of  (DOC), Homeland Security - Dept of  (DHS), Federal Communications Commission (FCC), Transportation Security Administration (TSA)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |LBR|ISSUE: Support the Arbitration Fairness Act of 2013, H.R. 1844 / S. 878.  Oppose S. 624.  Oppose HR 1406.  Support the Healthy Families Act, H.R. 1286 / S. 631.  Support the Fair Minimum Wage Act, H.R. 1010 / S. 460.  Support $5 million in FY 2014 to establish a State Paid Leave Fund within the Department of Labor.   Support H.R. 2654 / S 1281.  Support H.R. 1755 / S. 815.  Support continuation of Davis-Bacon laws; oppose King (IA) amendment to H.R. 2216  Oppose H.R. 1120.  Oppose H.R. 803.  Work with the Transportation Security Agency to ensure that its rules and regulations regarding criminal background checks were not shutting people put of the potential job market (with package carriers, etc.).  |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Labor - Dept of (DOL), White House Office, Transportation Security Administration (TSA)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |MIA|ISSUE:  Support the FCC's publicly adopting and adhering to a schedule that will ensure that policy proposals will be ready for Commission consideration by 2015.   Urge the President to nominate candidates to the FCC who will assign the highest priority to minority and womens participation in the nations most influential industries.    Support media ownership diversity |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Federal Communications Commission (FCC), White House Office|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |MMM|ISSUE: Support policies that create jobs ; oppose benefit cuts for Social Security, Medicare, and Medicaid; protect our nations safety net; and ensure adequate revenues to preserve the basic functions of government. Support translating the single, streamlined application for insurance affordability programs into at least fifteen languages |Centers For Medicare and  Medicaid Services  (CMS), U.S. SENATE, U.S. HOUSE OF REPRESENTATIVES, White House Office|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |NAT|ISSUE: Support a robust Antiquities Act.  Oppose HR 250.  oppose HR 382, oppose HR 432, oppose HR 758 oppose HR 1512 oppose HR 1434 oppose HR 1439, oppose HR 1459, oppose HR 885. Support Harriet Tubman National Park, Support HR 664 / HR 513 / S 247 |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, White House Office, Interior - Dept of  (DOI)|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |REL|ISSUE: Support provision in Senate -passed version of S 47 to retain protections that bar federally funded religious discrimination; oppose house substitute to S 47 which removes those protections. |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, White House Office|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |SMB|ISSUE: Support Marie Johns to be nominaated as the next Director of the Small Business Administration |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, White House Office|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
2013 |Q2 |||National Association for the Advancement of Colored People |National Association for the Advancement of Colored People |N |48975-12 |345850000 |||1156 15th Street, NW , Suite 915 |Washington |DC |20005 |USA ||||||Y |Hilary O. Shelton, Director NAACP Washington Bureau & Senior VP for Policy and Advocacy |07/22/2013 |||68750.00 |A |TAX|ISSUE: Oppose any amendment to H.Res. 8, the Budget resolution, creating a private school voucher or tuition tax credit program. Support a meeting with Treasury Secretary Lew to discuss the civil rights implications of the Low Income Housing Tax Credit (LIHTC). Support the continuation and expansion of the Low Income Housing Tax Credit (LIHTC). |U.S. HOUSE OF REPRESENTATIVES, U.S. SENATE, Education - Dept of, White House Office, Treasury - Dept of|Lobbyist name: Hilary  Shelton ||||||||||||||Name:  ; Name:  ; Name:  ; Name:  |||
